step,loss,loss/distill_future_flow,loss/distill_future_flow_mean,loss/distill_future_force,loss/distill_future_force_mean,loss/hand_synergy,loss/student_action,loss/student_action_arm,loss/student_action_hand,loss/tactile_refiner_delta_reg,loss/teacher_action,loss/teacher_action_arm,loss/teacher_action_hand,loss/total
12000,0.04593765,0.0,0.0,0.02135794,0.02135794,0.0,0.02266104,0.04588565,0.02944791,0.0,0.02114081,0.04446471,0.02637181,0.04593765
12100,0.04330191,0.0,0.0,0.02071116,0.02071116,0.0,0.0213518,0.04425775,0.02764969,0.0,0.01987899,0.0436018,0.02460425,0.04330191
12200,0.04785417,0.0,0.0,0.02010852,0.02010852,0.0,0.02363119,0.04638243,0.03288421,0.0,0.02221214,0.04550134,0.02973646,0.04785417
12300,0.04425235,0.0,0.0,0.02090099,0.02090099,0.0,0.0217899,0.04226853,0.02976311,0.0,0.02037236,0.04062068,0.02715427,0.04425235
12400,0.04759589,0.0,0.0,0.01965472,0.01965472,0.0,0.02346835,0.04698031,0.03115189,0.0,0.02216207,0.04533289,0.02851503,0.04759589
12500,0.04220894,0.0,0.0,0.02006363,0.02006363,0.0,0.02070005,0.04292143,0.02786517,0.0,0.01950253,0.04135095,0.02548133,0.04220894
12600,0.04016224,0.0,0.0,0.02080044,0.02080044,0.0,0.01978042,0.04105147,0.02606521,0.0,0.01830177,0.03903526,0.02304889,0.04016224
12700,0.04460888,0.0,0.0,0.02114978,0.02114978,0.0,0.0218712,0.04428786,0.02910881,0.0,0.0206227,0.04310195,0.02617609,0.04460888
12800,0.04522578,0.0,0.0,0.02048916,0.02048916,0.0,0.02232376,0.04466708,0.02929103,0.0,0.02085311,0.04343153,0.0264234,0.04522578
12900,0.04188074,0.0,0.0,0.01991456,0.01991456,0.0,0.0205298,0.04140329,0.02792985,0.0,0.01935949,0.04055645,0.02563515,0.04188074
13000,0.04447992,0.0,0.0,0.02108368,0.02108368,0.0,0.02195621,0.04195734,0.02984955,0.0,0.02041535,0.04079188,0.02657783,0.04447992
13100,0.04056612,0.0,0.0,0.02070574,0.02070574,0.0,0.01977671,0.04011986,0.0268716,0.0,0.01871884,0.03846528,0.02502769,0.04056612
13200,0.03727391,0.0,0.0,0.01918243,0.01918243,0.0,0.01844091,0.03767925,0.02467784,0.0,0.01691476,0.03660166,0.0212031,0.03727391
13300,0.04027813,0.0,0.0,0.01894329,0.01894329,0.0,0.02009965,0.04095449,0.02720913,0.0,0.01828416,0.04030829,0.02291178,0.04027813
13400,0.03675666,0.0,0.0,0.01878241,0.01878241,0.0,0.01804694,0.03673407,0.02424648,0.0,0.01683147,0.036489,0.02149568,0.03675666
13500,0.04072696,0.0,0.0,0.01831955,0.01831955,0.0,0.0201725,0.04081067,0.0274589,0.0,0.0187225,0.03997332,0.02439398,0.04072696
13600,0.04159604,0.0,0.0,0.01853195,0.01853195,0.0,0.02049671,0.04070206,0.02736487,0.0,0.01924613,0.03994491,0.02477739,0.04159604
13700,0.03781632,0.0,0.0,0.01793831,0.01793831,0.0,0.01883973,0.03772432,0.02552194,0.0,0.01718275,0.03622681,0.02202085,0.03781632
13800,0.04252669,0.0,0.0,0.01864222,0.01864222,0.0,0.02110037,0.04087856,0.02813688,0.0,0.0195621,0.03915974,0.02519049,0.04252669
13900,0.04077685,0.0,0.0,0.01864463,0.01864463,0.0,0.02040844,0.0376014,0.02839632,0.0,0.01850395,0.03665968,0.02402285,0.04077685
14000,0.03932623,0.0,0.0,0.01830403,0.01830403,0.0,0.02010339,0.03811056,0.02860208,0.0,0.01739243,0.03628507,0.02244332,0.03932623
14100,0.03973081,0.0,0.0,0.01781704,0.01781704,0.0,0.01967305,0.03726421,0.02699576,0.0,0.01827605,0.03629508,0.02383011,0.03973081
14200,0.03619311,0.0,0.0,0.01808019,0.01808019,0.0,0.01813492,0.03576964,0.02499695,0.0,0.01625017,0.03445721,0.02073018,0.03619311
14300,0.04165914,0.0,0.0,0.01856892,0.01856892,0.0,0.0207762,0.03875775,0.02825322,0.0,0.01902604,0.03782624,0.0246501,0.04165914
14400,0.03832082,0.0,0.0,0.0161526,0.0161526,0.0,0.01899643,0.03713792,0.02506485,0.0,0.01770913,0.03619752,0.02246968,0.03832082
14500,0.03653722,0.0,0.0,0.01622687,0.01622687,0.0,0.01819294,0.03853097,0.02313464,0.0,0.01672159,0.03662546,0.02040255,0.03653722
14600,0.03909138,0.0,0.0,0.01776577,0.01776577,0.0,0.01950567,0.03837762,0.02691501,0.0,0.01780913,0.03763711,0.02291828,0.03909138
14700,0.03704066,0.0,0.0,0.01788296,0.01788296,0.0,0.01815177,0.03550652,0.02505924,0.0,0.0171006,0.03481304,0.0226634,0.03704066
14800,0.03540942,0.0,0.0,0.0174672,0.0174672,0.0,0.01740048,0.03442563,0.02365972,0.0,0.01626222,0.03405092,0.0209948,0.03540942
14900,0.03893259,0.0,0.0,0.01786659,0.01786659,0.0,0.01942388,0.03899672,0.02585048,0.0,0.01772205,0.0373541,0.02221265,0.03893259
15000,0.03756024,0.0,0.0,0.0170674,0.0170674,0.0,0.01855952,0.03549324,0.02550243,0.0,0.01729397,0.03504295,0.02242781,0.03756024
15100,0.03465478,0.0,0.0,0.01533991,0.01533991,0.0,0.01715084,0.0359045,0.02173021,0.0,0.01596995,0.03504437,0.01952022,0.03465478
15200,0.03430453,0.0,0.0,0.01609323,0.01609323,0.0,0.01703288,0.03517874,0.02222076,0.0,0.01566232,0.03422927,0.01967636,0.03430453
15300,0.03663346,0.0,0.0,0.01693241,0.01693241,0.0,0.0184312,0.03643395,0.02543799,0.0,0.01650902,0.03544541,0.02104205,0.03663346
15400,0.03446523,0.0,0.0,0.01596942,0.01596942,0.0,0.01707438,0.03455627,0.02222346,0.0,0.01579391,0.03280897,0.01966741,0.03446523
15500,0.03245813,0.0,0.0,0.01590031,0.01590031,0.0,0.0160439,0.03158009,0.02167681,0.0,0.0148242,0.03061102,0.01929794,0.03245813
15600,0.03953171,0.0,0.0,0.0163466,0.0163466,0.0,0.01954944,0.03639928,0.0269561,0.0,0.01834761,0.03579917,0.02444665,0.03953171
15700,0.03522655,0.0,0.0,0.01602675,0.01602675,0.0,0.01723966,0.03383527,0.02262093,0.0,0.01638421,0.03260124,0.02102309,0.03522655
15800,0.03294955,0.0,0.0,0.01618604,0.01618604,0.0,0.01608083,0.03184244,0.02134005,0.0,0.01525011,0.03129872,0.01938078,0.03294955
15900,0.03282436,0.0,0.0,0.01626272,0.01626272,0.0,0.01649377,0.03302547,0.0228,0.0,0.01470433,0.03218803,0.01845241,0.03282436
16000,0.03029521,0.0,0.0,0.01443616,0.01443616,0.0,0.01506822,0.03055753,0.01984251,0.0,0.01378338,0.0292907,0.0170957,0.03029521
16100,0.02972168,0.0,0.0,0.01512217,0.01512217,0.0,0.01464398,0.02986308,0.01957896,0.0,0.01356549,0.0286863,0.01734293,0.02972168
